Date,Open,High,Low,Close,Volume
8/19/2022,"4,266.31","4,266.31","4,218.70",4228.48,0
8/22/2022,"4,195.08","4,195.08","4,129.86",4137.99,0
8/23/2022,"4,133.09","4,159.77","4,124.03",4128.73,0
8/24/2022,"4,126.55","4,156.56","4,119.97",4140.77,0
8/25/2022,"4,153.26","4,200.54","4,147.59",4199.12,0
8/26/2022,"4,198.74","4,203.04","4,057.66",4057.66,0
8/29/2022,"4,034.58","4,062.99","4,017.42",4030.61,0
8/30/2022,"4,041.25","4,044.98","3,965.21",3986.16,0
8/31/2022,"4,000.67","4,015.37","3,954.53",3955.00,0
9/1/2022,"3,936.73","3,970.23","3,903.65",3966.85,0
9/2/2022,"3,994.66","4,018.43","3,906.21",3924.26,0
9/6/2022,"3,930.89","3,942.55","3,886.75",3908.19,0
9/7/2022,"3,909.43","3,987.89","3,906.03",3979.87,0
9/8/2022,"3,959.94","4,010.50","3,944.81",4006.18,0
9/9/2022,"4,022.94","4,076.81","4,022.94",4067.36,0
9/12/2022,"4,083.67","4,119.28","4,083.67",4110.41,0
9/13/2022,"4,037.12","4,037.12","3,921.28",3932.69,0
9/14/2022,"3,940.73","3,961.94","3,912.18",3946.01,0
9/15/2022,"3,932.41","3,959.14","3,888.28",3901.35,0
9/16/2022,"3,880.95","3,880.95","3,837.08",3873.33,0
9/19/2022,"3,849.91","3,900.45","3,838.50",3899.89,0
9/20/2022,"3,875.23","3,876.01","3,827.54",3855.93,0
9/21/2022,"3,871.40","3,907.07","3,789.49",3789.93,0
9/22/2022,"3,782.36","3,790.90","3,749.45",3757.99,0
9/23/2022,"3,727.14","3,727.14","3,647.47",3693.23,0
9/26/2022,"3,682.72","3,715.67","3,644.76",3655.04,0
9/27/2022,"3,686.44","3,717.53","3,623.29",3647.29,0
9/28/2022,"3,651.94","3,736.74","3,640.61",3719.04,0
9/29/2022,"3,687.01","3,687.01","3,610.40",3640.47,0
9/30/2022,"3,633.48","3,671.44","3,584.13",3585.62,0
10/3/2022,"3,609.78","3,698.35","3,604.93",3678.43,0
10/4/2022,"3,726.46","3,791.92","3,726.46",3790.93,0
10/5/2022,"3,753.25","3,806.91","3,722.66",3783.28,0
10/6/2022,"3,771.97","3,797.93","3,739.22",3744.52,0
10/7/2022,"3,706.74","3,706.74","3,620.73",3639.66,0
10/10/2022,"3,647.51","3,652.17","3,588.10",3612.39,0
10/11/2022,"3,595.86","3,640.66","3,568.45",3588.84,0
10/12/2022,"3,590.83","3,608.34","3,573.86",3577.03,0
